year,month,clt_pct,rsds_wm2
2000,12,20.568647,138.30847
2001,1,67.311905,125.77423
2001,2,65.72034,140.55446
2001,3,59.229897,214.94136
2001,4,27.107409,300.2343
2001,5,29.49867,322.5649
2001,6,34.12654,344.72812
2001,7,21.441364,334.36322
2001,8,14.493148,313.05643
2001,9,15.120272,274.6105
2001,10,11.534245,226.9202
2001,11,25.824108,166.43652
2001,12,39.988533,130.11732
2002,1,70.55364,119.67472
2002,2,63.23926,155.31702
2002,3,61.96406,175.54106
2002,4,43.914474,271.73038
2002,5,39.571728,307.05975
2002,6,42.221146,327.19165
2002,7,20.038073,328.20972
2002,8,18.03262,299.3247
2002,9,7.873387,283.4241
2002,10,24.069254,219.65044
2002,11,44.142387,140.33043
2002,12,50.759842,119.59636
2003,1,67.00086,121.76981
2003,2,51.504234,166.9017
2003,3,51.78978,231.6035
2003,4,49.649426,277.8571
2003,5,41.624992,316.39185
2003,6,18.432281,357.72412
2003,7,26.219881,340.2643
2003,8,16.264372,299.00348
2003,9,21.148186,252.8097
2003,10,14.92851,226.74344
2003,11,27.525928,169.63132
2003,12,62.04504,107.76887
2004,1,48.995186,128.62337
2004,2,47.644344,185.6087
2004,3,43.542835,229.6167
2004,4,34.63664,278.47464
2004,5,29.193949,328.65875
2004,6,37.74627,340.14252
2004,7,28.961637,317.2415
2004,8,23.270912,317.6997
2004,9,27.21074,266.24734
2004,10,36.838905,199.67874
2004,11,38.75043,155.22745
2004,12,46.966396,127.2772
2005,1,62.17898,125.05082
2005,2,74.73299,133.35716
2005,3,41.185352,226.34099
2005,4,39.81693,282.83282
2005,5,41.633205,316.92435
2005,6,30.241217,344.57538
2005,7,13.909843,347.3283
2005,8,57.521908,244.85696
2005,9,17.40033,260.89838
2005,10,18.818111,211.70601
2005,11,40.181747,155.72156
2005,12,17.914715,146.67848
2006,1,50.26276,143.03801
2006,2,61.452343,169.28242
2006,3,53.980095,226.75565
2006,4,43.628235,282.521
2006,5,34.552757,331.7419
2006,6,34.244102,333.41245
2006,7,8.452227,350.4398
2006,8,24.969725,277.5024
2006,9,30.282467,253.97151
2006,10,28.414848,202.49725
2006,11,31.265379,165.51686
2006,12,34.555393,142.02464
2007,1,50.992874,137.42151
2007,2,37.728523,185.43378
2007,3,39.69447,236.92107
2007,4,28.382006,295.71127
2007,5,35.433098,333.0162
2007,6,38.221554,343.69147
2007,7,21.493279,340.12836
2007,8,34.980026,295.4655
2007,9,24.950016,246.0573
2007,10,19.722715,217.07628
2007,11,43.101093,151.45724
2007,12,32.84778,147.4563
2008,1,70.5994,123.17138
2008,2,48.675278,175.72588
2008,3,30.582867,255.92615
2008,4,63.95625,245.32854
2008,5,45.661926,307.88257
2008,6,32.615143,318.21548
2008,7,42.18639,312.61862
2008,8,24.425898,303.70178
2008,9,29.657999,246.71666
2008,10,15.575151,226.9955
2008,11,26.491976,172.2998
2008,12,41.098972,127.30049
2009,1,53.511864,133.89346
2009,2,54.096424,165.5351
2009,3,54.402267,210.68443
2009,4,51.585957,259.1166
2009,5,22.738539,333.79498
2009,6,25.018763,342.62064
2009,7,33.041965,323.39816
2009,8,18.000357,296.42493
2009,9,32.192024,252.57158
2009,10,24.717896,216.79166
2009,11,16.083586,178.11818
2009,12,36.689404,134.98349
2010,1,34.980644,149.13356
2010,2,59.71803,163.08981
2010,3,57.422432,211.08032
2010,4,52.625015,260.9815
2010,5,49.162113,324.144
2010,6,41.949554,328.6872
2010,7,18.129953,332.28082
2010,8,16.443428,306.4083
2010,9,16.0345,271.25427
2010,10,27.953562,207.01581
2010,11,54.213127,148.4378
2010,12,57.451557,123.32674
2011,1,55.953888,131.70374
2011,2,56.0941,175.81505
2011,3,56.831024,225.16835
2011,4,53.40486,276.55096
2011,5,42.639538,317.28668
2011,6,34.465317,336.62503
2011,7,23.098455,338.99863
2011,8,33.094673,282.19672
2011,9,14.230029,274.5774
2011,10,35.574448,204.1428
2011,11,41.71998,155.86717
2011,12,69.71077,109.54316
2012,1,45.829926,136.14078
2012,2,70.220795,136.40515
2012,3,52.10412,231.41832
2012,4,47.58349,289.29758
2012,5,45.518505,297.0999
2012,6,19.150858,349.6168
2012,7,23.77171,341.52
2012,8,23.83734,299.7666
2012,9,16.00254,273.5901
2012,10,29.311743,212.62927
2012,11,20.9513,171.90468
2012,12,38.407524,136.26122
2013,1,52.989746,136.61449
2013,2,37.68059,177.3829
2013,3,72.15354,192.24489
2013,4,37.590782,286.31238
2013,5,57.536816,286.51755
2013,6,32.096462,334.0068
2013,7,25.471643,326.97797
2013,8,26.634258,291.77063
2013,9,11.640021,268.66046
2013,10,14.532978,222.57608
2013,11,37.096123,157.85222
2013,12,35.193756,138.25711
2014,1,44.52576,135.50655
2014,2,38.373558,205.79134
2014,3,28.82381,266.87054
2014,4,50.283558,263.11554
2014,5,36.01635,317.6797
2014,6,34.1995,333.71207
2014,7,10.887138,348.45578
2014,8,36.240047,267.42935
2014,9,11.23911,270.56906
2014,10,24.128521,218.11734
2014,11,31.103104,160.74231
2014,12,44.188255,130.07841
