year,month,temp_c,precip_mm
2003,2,12.1414,63.5481
2003,3,15.4702,5.6225
2003,4,15.7702,11.818
2003,5,16.7992,4.4059
2003,6,20.3697,0.5539
2003,7,23.8474,0.2349
2003,8,24.2964,22.2132
2003,9,23.5949,23.4783
2003,10,21.0227,0.1797
2003,11,12.6585,19.9942
2003,12,9.8054,137.3646
2004,1,9.7026,88.4225
2004,2,12.9245,35.397
2004,3,14.1909,24.3241
2004,4,14.3696,34.7409
2004,5,16.7271,4.4916
2004,6,19.37,1.7486
2004,7,23.8669,7.5413
2004,8,22.3015,0.5322
2004,9,22.9379,2.2883
2004,10,21.7163,2.2734
2004,11,14.2264,19.1225
2004,12,9.9049,62.9616
2005,1,10.8516,107.0345
2005,2,11.2846,145.4047
2005,3,12.0421,54.3654
2005,4,13.6195,30.4737
2005,5,19.5255,1.7255
2005,6,21.454,1.3917
2005,7,22.5152,1.5694
2005,8,24.3015,77.0374
2005,9,24.3062,1.2646
2005,10,19.5905,1.3825
2005,11,14.4737,40.8833
2005,12,8.4954,5.3695
2006,1,8.1016,38.4742
2006,2,13.4996,19.0316
2006,3,12.8251,43.612
2006,4,15.1569,10.939
2006,5,17.9484,2.2467
2006,6,18.4679,3.1726
2006,7,23.4982,0.5392
2006,8,25.5773,24.2794
2006,9,26.0608,24.8195
2006,10,19.0277,33.0112
2006,11,14.859,3.2581
2006,12,9.0169,22.7072
2007,1,10.0084,17.2545
2007,2,11.2857,24.2844
2007,3,12.7549,23.288
2007,4,15.3764,6.6665
2007,5,17.4081,2.277
2007,6,18.0736,3.5414
2007,7,21.7094,0.7668
2007,8,21.3231,5.2076
2007,9,23.5485,61.0933
2007,10,19.8941,4.7067
2007,11,14.1637,51.8909
2007,12,13.1442,0.6741
2008,1,11.1043,79.9945
2008,2,13.3522,90.0962
2008,3,12.9566,22.1793
2008,4,16.0008,53.1424
2008,5,17.2889,13.6518
2008,6,19.6936,10.9658
2008,7,23.6082,0.5256
2008,8,24.0917,0.5296
2008,9,23.7118,71.9075
2008,10,20.2426,0.0686
2008,11,14.1458,2.2676
2008,12,9.795,88.2176
2009,1,11.1865,37.3584
2009,2,11.9584,58.5004
2009,3,11.666,39.8957
2009,4,13.3127,17.7553
2009,5,17.447,1.6569
2009,6,19.0702,2.1766
2009,7,22.0418,1.0532
2009,8,23.1511,61.7185
2009,9,23.3855,5.6509
2009,10,18.7354,4.6903
2009,11,14.3768,0.3204
2009,12,12.0361,33.8181
2010,1,11.2998,18.9862
2010,2,11.2915,63.2711
2010,3,13.9453,38.8751
2010,4,15.5976,30.5603
2010,5,17.3329,3.07
2010,6,19.8981,1.4355
2010,7,22.5446,0.8554
2010,8,23.9586,11.1842
2010,9,22.7255,0.842
2010,10,17.7023,10.5927
2010,11,13.4068,30.5921
2010,12,14.0265,33.9908
2011,1,9.6162,63.486
2011,2,13.7669,6.8895
2011,3,12.34,66.1687
2011,4,16.162,3.8432
2011,5,16.9147,10.6248
2011,6,19.8631,2.6511
2011,7,24.3014,0.2025
2011,8,24.2691,30.5827
2011,9,23.9157,0.2406
2011,10,21.5591,0.6437
2011,11,15.4536,26.6492
2011,12,13.7679,74.2589
2012,1,11.427,81.4233
2012,2,10.9245,153.371
2012,3,13.7167,14.0925
2012,4,16.5015,18.4238
2012,5,15.8101,6.6636
2012,6,18.8511,2.0082
2012,7,22.9204,0.7278
2012,8,24.9726,0.9894
2012,9,24.2658,1.1903
2012,10,19.6333,2.1269
2012,11,13.3174,2.0971
2012,12,10.0991,9.2962
2013,1,12.2328,148.2316
2013,2,11.8632,47.9911
2013,3,13.6866,154.6503
2013,4,14.5561,25.0963
2013,5,16.3067,21.3831
2013,6,18.7238,3.0549
2013,7,21.4737,1.2327
2013,8,25.4999,4.5745
2013,9,23.0723,1.1171
2013,10,20.1562,2.2115
2013,11,15.2407,87.2915
2013,12,9.6684,9.6227
2014,1,9.0233,51.8214
2014,2,12.4767,1.0507
2014,3,16.5447,2.1334
2014,4,14.2735,19.2351
2014,5,16.793,1.6672
2014,6,17.8305,2.0045
2014,7,23.2629,0.1698
2014,8,26.934,40.7034
2014,9,22.9582,4.0816
2014,10,20.7306,7.1496
2014,11,13.1795,36.2036
2014,12,8.3474,49.9212
