lat,lon,zos_m,year,month
32.5,242.49999999999997,0.22491543,1900,2
32.5,242.49999999999997,0.21841982,1900,3
32.5,242.49999999999997,0.1775639,1900,4
32.5,242.49999999999997,0.18720657,1900,5
32.5,242.49999999999997,0.18670714,1900,6
32.5,242.49999999999997,0.19959134,1900,7
32.5,242.49999999999997,0.20983468,1900,8
32.5,242.49999999999997,0.22122219,1900,9
32.5,242.49999999999997,0.21793652,1900,10
32.5,242.49999999999997,0.18418759,1900,11
32.5,242.49999999999997,0.17025523,1900,12
32.5,242.49999999999997,0.18111196,1901,1
32.5,242.49999999999997,0.18347646,1901,2
32.5,242.49999999999997,0.17428535,1901,3
32.5,242.49999999999997,0.1545323,1901,4
32.5,242.49999999999997,0.14521219,1901,5
32.5,242.49999999999997,0.15974048,1901,6
32.5,242.49999999999997,0.16894355,1901,7
32.5,242.49999999999997,0.16980852,1901,8
32.5,242.49999999999997,0.19499613,1901,9
32.5,242.49999999999997,0.19998191,1901,10
32.5,242.49999999999997,0.18819484,1901,11
32.5,242.49999999999997,0.16799957,1901,12
32.5,242.49999999999997,0.14089906,1902,1
32.5,242.49999999999997,0.14307204,1902,2
32.5,242.49999999999997,0.15434988,1902,3
32.5,242.49999999999997,0.14556327,1902,4
32.5,242.49999999999997,0.1499939,1902,5
32.5,242.49999999999997,0.16286455,1902,6
32.5,242.49999999999997,0.16286433,1902,7
32.5,242.49999999999997,0.1662132,1902,8
32.5,242.49999999999997,0.17236567,1902,9
32.5,242.49999999999997,0.16128658,1902,10
32.5,242.49999999999997,0.18545587,1902,11
32.5,242.49999999999997,0.15758254,1902,12
32.5,242.49999999999997,0.1788746,1903,1
32.5,242.49999999999997,0.16832232,1903,2
32.5,242.49999999999997,0.17143993,1903,3
32.5,242.49999999999997,0.18672128,1903,4
32.5,242.49999999999997,0.16608168,1903,5
32.5,242.49999999999997,0.18432558,1903,6
32.5,242.49999999999997,0.1975512,1903,7
32.5,242.49999999999997,0.18430907,1903,8
32.5,242.49999999999997,0.18862511,1903,9
32.5,242.49999999999997,0.2033717,1903,10
32.5,242.49999999999997,0.21072985,1903,11
32.5,242.49999999999997,0.20032965,1903,12
32.5,242.49999999999997,0.20880616,1904,1
32.5,242.49999999999997,0.21912293,1904,2
32.5,242.49999999999997,0.21536762,1904,3
32.5,242.49999999999997,0.17089821,1904,4
32.5,242.49999999999997,0.18497156,1904,5
32.5,242.49999999999997,0.19189371,1904,6
32.5,242.49999999999997,0.19624616,1904,7
32.5,242.49999999999997,0.20204318,1904,8
32.5,242.49999999999997,0.22903818,1904,9
32.5,242.49999999999997,0.24942635,1904,10
32.5,242.49999999999997,0.24385168,1904,11
32.5,242.49999999999997,0.22731583,1904,12
32.5,242.49999999999997,0.21932949,1905,1
32.5,242.49999999999997,0.22185151,1905,2
32.5,242.49999999999997,0.19933657,1905,3
32.5,242.49999999999997,0.15314443,1905,4
32.5,242.49999999999997,0.14814515,1905,5
32.5,242.49999999999997,0.16862936,1905,6
32.5,242.49999999999997,0.17157121,1905,7
32.5,242.49999999999997,0.17604837,1905,8
32.5,242.49999999999997,0.19058704,1905,9
32.5,242.49999999999997,0.17098196,1905,10
32.5,242.49999999999997,0.13865472,1905,11
32.5,242.49999999999997,0.13089874,1905,12
32.5,242.49999999999997,0.12216903,1906,1
32.5,242.49999999999997,0.13665351,1906,2
32.5,242.49999999999997,0.1486225,1906,3
32.5,242.49999999999997,0.15122151,1906,4
32.5,242.49999999999997,0.15110789,1906,5
32.5,242.49999999999997,0.16792877,1906,6
32.5,242.49999999999997,0.16072331,1906,7
32.5,242.49999999999997,0.16892745,1906,8
32.5,242.49999999999997,0.16412406,1906,9
32.5,242.49999999999997,0.19291404,1906,10
32.5,242.49999999999997,0.18489519,1906,11
32.5,242.49999999999997,0.17113656,1906,12
32.5,242.49999999999997,0.15688974,1907,1
32.5,242.49999999999997,0.18596447,1907,2
32.5,242.49999999999997,0.1712151,1907,3
32.5,242.49999999999997,0.14377008,1907,4
32.5,242.49999999999997,0.13172482,1907,5
32.5,242.49999999999997,0.16435616,1907,6
32.5,242.49999999999997,0.17297034,1907,7
32.5,242.49999999999997,0.1805397,1907,8
32.5,242.49999999999997,0.1743685,1907,9
32.5,242.49999999999997,0.19677763,1907,10
32.5,242.49999999999997,0.18886013,1907,11
32.5,242.49999999999997,0.1707628,1907,12
32.5,242.49999999999997,0.16496687,1908,1
32.5,242.49999999999997,0.16565372,1908,2
32.5,242.49999999999997,0.1639196,1908,3
32.5,242.49999999999997,0.17172767,1908,4
32.5,242.49999999999997,0.14416578,1908,5
32.5,242.49999999999997,0.14741205,1908,6
32.5,242.49999999999997,0.17597403,1908,7
32.5,242.49999999999997,0.17459753,1908,8
32.5,242.49999999999997,0.1902392,1908,9
32.5,242.49999999999997,0.20462076,1908,10
32.5,242.49999999999997,0.17691953,1908,11
32.5,242.49999999999997,0.16075218,1908,12
32.5,242.49999999999997,0.14367557,1909,1
32.5,242.49999999999997,0.15068066,1909,2
32.5,242.49999999999997,0.14861318,1909,3
32.5,242.49999999999997,0.13046479,1909,4
32.5,242.49999999999997,0.15427184,1909,5
32.5,242.49999999999997,0.17916954,1909,6
32.5,242.49999999999997,0.19584227,1909,7
32.5,242.49999999999997,0.18161385,1909,8
32.5,242.49999999999997,0.1771087,1909,9
32.5,242.49999999999997,0.19139577,1909,10
32.5,242.49999999999997,0.18851131,1909,11
32.5,242.49999999999997,0.21188496,1909,12
32.5,242.49999999999997,0.22162987,1910,1
32.5,242.49999999999997,0.21470979,1910,2
32.5,242.49999999999997,0.19934979,1910,3
32.5,242.49999999999997,0.19022882,1910,4
32.5,242.49999999999997,0.21756569,1910,5
32.5,242.49999999999997,0.19569959,1910,6
32.5,242.49999999999997,0.20775072,1910,7
32.5,242.49999999999997,0.2270178,1910,8
32.5,242.49999999999997,0.23103032,1910,9
32.5,242.49999999999997,0.22999227,1910,10
32.5,242.49999999999997,0.21801431,1910,11
32.5,242.49999999999997,0.21017033,1910,12
32.5,242.49999999999997,0.22713333,1911,1
32.5,242.49999999999997,0.20379172,1911,2
32.5,242.49999999999997,0.1815356,1911,3
32.5,242.49999999999997,0.18736145,1911,4
32.5,242.49999999999997,0.18147989,1911,5
32.5,242.49999999999997,0.18313196,1911,6
32.5,242.49999999999997,0.19404483,1911,7
32.5,242.49999999999997,0.2192921,1911,8
32.5,242.49999999999997,0.23007329,1911,9
32.5,242.49999999999997,0.22142406,1911,10
32.5,242.49999999999997,0.20359646,1911,11
32.5,242.49999999999997,0.17716406,1911,12
32.5,242.49999999999997,0.17305847,1912,1
32.5,242.49999999999997,0.16935268,1912,2
32.5,242.49999999999997,0.1478243,1912,3
32.5,242.49999999999997,0.1360294,1912,4
32.5,242.49999999999997,0.1506308,1912,5
32.5,242.49999999999997,0.17673975,1912,6
32.5,242.49999999999997,0.17773308,1912,7
32.5,242.49999999999997,0.19526508,1912,8
32.5,242.49999999999997,0.20807724,1912,9
32.5,242.49999999999997,0.19553243,1912,10
32.5,242.49999999999997,0.17771578,1912,11
32.5,242.49999999999997,0.1576043,1912,12
32.5,242.49999999999997,0.16131642,1913,1
32.5,242.49999999999997,0.16229045,1913,2
32.5,242.49999999999997,0.15746717,1913,3
32.5,242.49999999999997,0.13227884,1913,4
32.5,242.49999999999997,0.14996162,1913,5
32.5,242.49999999999997,0.17490773,1913,6
32.5,242.49999999999997,0.17724662,1913,7
32.5,242.49999999999997,0.18010993,1913,8
32.5,242.49999999999997,0.21940272,1913,9
32.5,242.49999999999997,0.25620353,1913,10
32.5,242.49999999999997,0.24406223,1913,11
32.5,242.49999999999997,0.20608246,1913,12
32.5,242.49999999999997,0.19464135,1914,1
32.5,242.49999999999997,0.18388711,1914,2
32.5,242.49999999999997,0.16417307,1914,3
32.5,242.49999999999997,0.17986119,1914,4
32.5,242.49999999999997,0.2037689,1914,5
32.5,242.49999999999997,0.1889397,1914,6
32.5,242.49999999999997,0.1887955,1914,7
32.5,242.49999999999997,0.19744696,1914,8
32.5,242.49999999999997,0.20102383,1914,9
32.5,242.49999999999997,0.21791701,1914,10
32.5,242.49999999999997,0.23661529,1914,11
32.5,242.49999999999997,0.22737637,1914,12
32.5,242.49999999999997,0.23799178,1915,1
32.5,242.49999999999997,0.2403853,1915,2
32.5,242.49999999999997,0.18457216,1915,3
32.5,242.49999999999997,0.15060045,1915,4
32.5,242.49999999999997,0.16338632,1915,5
32.5,242.49999999999997,0.16896494,1915,6
32.5,242.49999999999997,0.19436404,1915,7
32.5,242.49999999999997,0.22640255,1915,8
32.5,242.49999999999997,0.23959969,1915,9
32.5,242.49999999999997,0.24372587,1915,10
32.5,242.49999999999997,0.23043108,1915,11
32.5,242.49999999999997,0.1944357,1915,12
32.5,242.49999999999997,0.19165722,1916,1
32.5,242.49999999999997,0.19927976,1916,2
32.5,242.49999999999997,0.18144305,1916,3
32.5,242.49999999999997,0.17371394,1916,4
32.5,242.49999999999997,0.17121458,1916,5
32.5,242.49999999999997,0.17866382,1916,6
32.5,242.49999999999997,0.19366793,1916,7
32.5,242.49999999999997,0.2040417,1916,8
32.5,242.49999999999997,0.20427996,1916,9
32.5,242.49999999999997,0.20932463,1916,10
32.5,242.49999999999997,0.18407966,1916,11
32.5,242.49999999999997,0.18965775,1916,12
32.5,242.49999999999997,0.19442464,1917,1
32.5,242.49999999999997,0.193222,1917,2
32.5,242.49999999999997,0.18578422,1917,3
32.5,242.49999999999997,0.18055156,1917,4
32.5,242.49999999999997,0.17729606,1917,5
32.5,242.49999999999997,0.18610421,1917,6
32.5,242.49999999999997,0.17256525,1917,7
32.5,242.49999999999997,0.18402764,1917,8
32.5,242.49999999999997,0.18528104,1917,9
32.5,242.49999999999997,0.1872946,1917,10
32.5,242.49999999999997,0.1762517,1917,11
32.5,242.49999999999997,0.153659,1917,12
32.5,242.49999999999997,0.1417277,1918,1
32.5,242.49999999999997,0.16733827,1918,2
32.5,242.49999999999997,0.14208786,1918,3
32.5,242.49999999999997,0.14352053,1918,4
32.5,242.49999999999997,0.1681036,1918,5
32.5,242.49999999999997,0.17633487,1918,6
32.5,242.49999999999997,0.18253152,1918,7
32.5,242.49999999999997,0.200995,1918,8
32.5,242.49999999999997,0.21446365,1918,9
32.5,242.49999999999997,0.24976735,1918,10
32.5,242.49999999999997,0.24128258,1918,11
32.5,242.49999999999997,0.22570443,1918,12
32.5,242.49999999999997,0.19423053,1919,1
32.5,242.49999999999997,0.20153551,1919,2
32.5,242.49999999999997,0.19006608,1919,3
32.5,242.49999999999997,0.15707344,1919,4
32.5,242.49999999999997,0.1614843,1919,5
32.5,242.49999999999997,0.17878659,1919,6
32.5,242.49999999999997,0.18757729,1919,7
32.5,242.49999999999997,0.20659465,1919,8
32.5,242.49999999999997,0.23114167,1919,9
32.5,242.49999999999997,0.20602967,1919,10
32.5,242.49999999999997,0.21002525,1919,11
32.5,242.49999999999997,0.20029645,1919,12
32.5,242.49999999999997,0.22008821,1920,1
32.5,242.49999999999997,0.19012019,1920,2
32.5,242.49999999999997,0.16893885,1920,3
32.5,242.49999999999997,0.14414808,1920,4
32.5,242.49999999999997,0.16159707,1920,5
32.5,242.49999999999997,0.159678,1920,6
32.5,242.49999999999997,0.1666729,1920,7
32.5,242.49999999999997,0.18927395,1920,8
32.5,242.49999999999997,0.19762047,1920,9
32.5,242.49999999999997,0.17998551,1920,10
32.5,242.49999999999997,0.16539688,1920,11
32.5,242.49999999999997,0.15364257,1920,12
32.5,242.49999999999997,0.16565503,1921,1
32.5,242.49999999999997,0.16904084,1921,2
32.5,242.49999999999997,0.15768823,1921,3
32.5,242.49999999999997,0.15752266,1921,4
32.5,242.49999999999997,0.14785953,1921,5
32.5,242.49999999999997,0.15237306,1921,6
32.5,242.49999999999997,0.17094442,1921,7
32.5,242.49999999999997,0.17982653,1921,8
32.5,242.49999999999997,0.18631361,1921,9
32.5,242.49999999999997,0.17949058,1921,10
32.5,242.49999999999997,0.17461358,1921,11
32.5,242.49999999999997,0.14960364,1921,12
32.5,242.49999999999997,0.15849432,1922,1
32.5,242.49999999999997,0.20246112,1922,2
32.5,242.49999999999997,0.19403401,1922,3
32.5,242.49999999999997,0.17348388,1922,4
32.5,242.49999999999997,0.16184425,1922,5
32.5,242.49999999999997,0.17095631,1922,6
32.5,242.49999999999997,0.17232624,1922,7
32.5,242.49999999999997,0.16998085,1922,8
32.5,242.49999999999997,0.20878306,1922,9
32.5,242.49999999999997,0.2341325,1922,10
32.5,242.49999999999997,0.22652559,1922,11
32.5,242.49999999999997,0.2405452,1922,12
32.5,242.49999999999997,0.2414606,1923,1
32.5,242.49999999999997,0.22606066,1923,2
32.5,242.49999999999997,0.18524098,1923,3
32.5,242.49999999999997,0.15391067,1923,4
32.5,242.49999999999997,0.14894445,1923,5
32.5,242.49999999999997,0.1750595,1923,6
32.5,242.49999999999997,0.19460869,1923,7
32.5,242.49999999999997,0.19010034,1923,8
32.5,242.49999999999997,0.20068046,1923,9
32.5,242.49999999999997,0.22239229,1923,10
32.5,242.49999999999997,0.20786189,1923,11
32.5,242.49999999999997,0.21085408,1923,12
32.5,242.49999999999997,0.21565752,1924,1
32.5,242.49999999999997,0.20435049,1924,2
32.5,242.49999999999997,0.17505385,1924,3
32.5,242.49999999999997,0.17469631,1924,4
32.5,242.49999999999997,0.17414524,1924,5
32.5,242.49999999999997,0.17769694,1924,6
32.5,242.49999999999997,0.18037796,1924,7
32.5,242.49999999999997,0.18467799,1924,8
32.5,242.49999999999997,0.16549061,1924,9
32.5,242.49999999999997,0.17459404,1924,10
32.5,242.49999999999997,0.16967125,1924,11
32.5,242.49999999999997,0.18683599,1924,12
32.5,242.49999999999997,0.17943174,1925,1
32.5,242.49999999999997,0.18108308,1925,2
32.5,242.49999999999997,0.15572757,1925,3
32.5,242.49999999999997,0.14643611,1925,4
32.5,242.49999999999997,0.15868506,1925,5
32.5,242.49999999999997,0.18323603,1925,6
32.5,242.49999999999997,0.17684232,1925,7
32.5,242.49999999999997,0.17842375,1925,8
32.5,242.49999999999997,0.16935901,1925,9
32.5,242.49999999999997,0.17724662,1925,10
32.5,242.49999999999997,0.18100463,1925,11
32.5,242.49999999999997,0.16520223,1925,12
32.5,242.49999999999997,0.15735996,1926,1
32.5,242.49999999999997,0.16517635,1926,2
32.5,242.49999999999997,0.14398351,1926,3
32.5,242.49999999999997,0.13558203,1926,4
32.5,242.49999999999997,0.123824686,1926,5
32.5,242.49999999999997,0.14545111,1926,6
32.5,242.49999999999997,0.15690134,1926,7
32.5,242.49999999999997,0.16605023,1926,8
32.5,242.49999999999997,0.18029672,1926,9
32.5,242.49999999999997,0.19466804,1926,10
32.5,242.49999999999997,0.18183675,1926,11
32.5,242.49999999999997,0.19417593,1926,12
32.5,242.49999999999997,0.18404248,1927,1
32.5,242.49999999999997,0.17673509,1927,2
32.5,242.49999999999997,0.17083128,1927,3
32.5,242.49999999999997,0.17107144,1927,4
32.5,242.49999999999997,0.17953037,1927,5
32.5,242.49999999999997,0.17752369,1927,6
32.5,242.49999999999997,0.18139176,1927,7
32.5,242.49999999999997,0.20074463,1927,8
32.5,242.49999999999997,0.21633467,1927,9
32.5,242.49999999999997,0.2825748,1927,10
32.5,242.49999999999997,0.28240305,1927,11
32.5,242.49999999999997,0.25498408,1927,12
32.5,242.49999999999997,0.25322142,1928,1
32.5,242.49999999999997,0.22865558,1928,2
32.5,242.49999999999997,0.1889851,1928,3
32.5,242.49999999999997,0.17723706,1928,4
32.5,242.49999999999997,0.16510226,1928,5
32.5,242.49999999999997,0.17050223,1928,6
32.5,242.49999999999997,0.18460198,1928,7
32.5,242.49999999999997,0.19050068,1928,8
32.5,242.49999999999997,0.1826614,1928,9
32.5,242.49999999999997,0.1832845,1928,10
32.5,242.49999999999997,0.16748543,1928,11
32.5,242.49999999999997,0.20047477,1928,12
32.5,242.49999999999997,0.22048262,1929,1
32.5,242.49999999999997,0.18675594,1929,2
32.5,242.49999999999997,0.16119531,1929,3
32.5,242.49999999999997,0.16260892,1929,4
32.5,242.49999999999997,0.16855241,1929,5
32.5,242.49999999999997,0.16400868,1929,6
32.5,242.49999999999997,0.18355814,1929,7
32.5,242.49999999999997,0.20618936,1929,8
32.5,242.49999999999997,0.2204982,1929,9
32.5,242.49999999999997,0.22164142,1929,10
32.5,242.49999999999997,0.20889674,1929,11
32.5,242.49999999999997,0.1755701,1929,12
32.5,242.49999999999997,0.16968678,1930,1
32.5,242.49999999999997,0.18486376,1930,2
32.5,242.49999999999997,0.16463402,1930,3
32.5,242.49999999999997,0.1728783,1930,4
32.5,242.49999999999997,0.17110422,1930,5
32.5,242.49999999999997,0.16770113,1930,6
32.5,242.49999999999997,0.18532836,1930,7
32.5,242.49999999999997,0.19369002,1930,8
32.5,242.49999999999997,0.19834022,1930,9
32.5,242.49999999999997,0.22737224,1930,10
32.5,242.49999999999997,0.22616595,1930,11
32.5,242.49999999999997,0.22716506,1930,12
32.5,242.49999999999997,0.20498797,1931,1
32.5,242.49999999999997,0.18494801,1931,2
32.5,242.49999999999997,0.1790706,1931,3
32.5,242.49999999999997,0.1702025,1931,4
32.5,242.49999999999997,0.18577804,1931,5
32.5,242.49999999999997,0.1917579,1931,6
32.5,242.49999999999997,0.19080132,1931,7
32.5,242.49999999999997,0.20385619,1931,8
32.5,242.49999999999997,0.17449452,1931,9
32.5,242.49999999999997,0.19691958,1931,10
32.5,242.49999999999997,0.20883407,1931,11
32.5,242.49999999999997,0.1985176,1931,12
32.5,242.49999999999997,0.21750903,1932,1
32.5,242.49999999999997,0.21578532,1932,2
32.5,242.49999999999997,0.21675535,1932,3
32.5,242.49999999999997,0.1890456,1932,4
32.5,242.49999999999997,0.18844774,1932,5
32.5,242.49999999999997,0.19251731,1932,6
32.5,242.49999999999997,0.20441085,1932,7
32.5,242.49999999999997,0.2176161,1932,8
32.5,242.49999999999997,0.2244245,1932,9
32.5,242.49999999999997,0.20913467,1932,10
32.5,242.49999999999997,0.20163158,1932,11
32.5,242.49999999999997,0.20173648,1932,12
32.5,242.49999999999997,0.20495729,1933,1
32.5,242.49999999999997,0.19055413,1933,2
32.5,242.49999999999997,0.1658973,1933,3
32.5,242.49999999999997,0.16266961,1933,4
32.5,242.49999999999997,0.17706692,1933,5
32.5,242.49999999999997,0.19860817,1933,6
32.5,242.49999999999997,0.21292543,1933,7
32.5,242.49999999999997,0.2057371,1933,8
32.5,242.49999999999997,0.21658349,1933,9
32.5,242.49999999999997,0.21114747,1933,10
32.5,242.49999999999997,0.19272201,1933,11
32.5,242.49999999999997,0.21026218,1933,12
32.5,242.49999999999997,0.19765072,1934,1
32.5,242.49999999999997,0.1939198,1934,2
32.5,242.49999999999997,0.1790321,1934,3
32.5,242.49999999999997,0.16793,1934,4
32.5,242.49999999999997,0.1836678,1934,5
32.5,242.49999999999997,0.18523511,1934,6
32.5,242.49999999999997,0.205473,1934,7
32.5,242.49999999999997,0.20961542,1934,8
32.5,242.49999999999997,0.1992157,1934,9
32.5,242.49999999999997,0.19998036,1934,10
32.5,242.49999999999997,0.1755538,1934,11
32.5,242.49999999999997,0.16747087,1934,12
32.5,242.49999999999997,0.17668952,1935,1
32.5,242.49999999999997,0.20384225,1935,2
32.5,242.49999999999997,0.17458571,1935,3
32.5,242.49999999999997,0.14600325,1935,4
32.5,242.49999999999997,0.1477838,1935,5
32.5,242.49999999999997,0.1638969,1935,6
32.5,242.49999999999997,0.19095145,1935,7
32.5,242.49999999999997,0.18335551,1935,8
32.5,242.49999999999997,0.20727822,1935,9
32.5,242.49999999999997,0.22965716,1935,10
32.5,242.49999999999997,0.20906863,1935,11
32.5,242.49999999999997,0.20085867,1935,12
32.5,242.49999999999997,0.19712669,1936,1
32.5,242.49999999999997,0.19529346,1936,2
32.5,242.49999999999997,0.17983165,1936,3
32.5,242.49999999999997,0.14749727,1936,4
32.5,242.49999999999997,0.14304656,1936,5
32.5,242.49999999999997,0.15350817,1936,6
32.5,242.49999999999997,0.16815412,1936,7
32.5,242.49999999999997,0.18086436,1936,8
32.5,242.49999999999997,0.16045563,1936,9
32.5,242.49999999999997,0.14416395,1936,10
32.5,242.49999999999997,0.14038628,1936,11
32.5,242.49999999999997,0.14636904,1936,12
32.5,242.49999999999997,0.17172049,1937,1
32.5,242.49999999999997,0.17157364,1937,2
32.5,242.49999999999997,0.12873478,1937,3
32.5,242.49999999999997,0.14040643,1937,4
32.5,242.49999999999997,0.13553673,1937,5
32.5,242.49999999999997,0.1608291,1937,6
32.5,242.49999999999997,0.1837676,1937,7
32.5,242.49999999999997,0.17668387,1937,8
32.5,242.49999999999997,0.19508305,1937,9
32.5,242.49999999999997,0.21541144,1937,10
32.5,242.49999999999997,0.20225021,1937,11
32.5,242.49999999999997,0.19695316,1937,12
32.5,242.49999999999997,0.22427917,1938,1
32.5,242.49999999999997,0.21914057,1938,2
32.5,242.49999999999997,0.19432515,1938,3
32.5,242.49999999999997,0.16822422,1938,4
32.5,242.49999999999997,0.16370976,1938,5
32.5,242.49999999999997,0.16020668,1938,6
32.5,242.49999999999997,0.16696869,1938,7
32.5,242.49999999999997,0.19028318,1938,8
32.5,242.49999999999997,0.21147223,1938,9
32.5,242.49999999999997,0.20720251,1938,10
32.5,242.49999999999997,0.17812036,1938,11
32.5,242.49999999999997,0.19142003,1938,12
32.5,242.49999999999997,0.20059381,1939,1
32.5,242.49999999999997,0.21003732,1939,2
32.5,242.49999999999997,0.17280503,1939,3
32.5,242.49999999999997,0.18012254,1939,4
32.5,242.49999999999997,0.18002708,1939,5
32.5,242.49999999999997,0.1792915,1939,6
32.5,242.49999999999997,0.18976104,1939,7
32.5,242.49999999999997,0.2007411,1939,8
32.5,242.49999999999997,0.21041508,1939,9
32.5,242.49999999999997,0.21674109,1939,10
32.5,242.49999999999997,0.20123093,1939,11
32.5,242.49999999999997,0.19302222,1939,12
32.5,242.49999999999997,0.22628008,1940,1
32.5,242.49999999999997,0.2083646,1940,2
32.5,242.49999999999997,0.19679944,1940,3
32.5,242.49999999999997,0.16908787,1940,4
32.5,242.49999999999997,0.17465629,1940,5
32.5,242.49999999999997,0.18017045,1940,6
32.5,242.49999999999997,0.17147714,1940,7
32.5,242.49999999999997,0.19653746,1940,8
32.5,242.49999999999997,0.21830343,1940,9
32.5,242.49999999999997,0.20018707,1940,10
32.5,242.49999999999997,0.17661376,1940,11
32.5,242.49999999999997,0.16475724,1940,12
32.5,242.49999999999997,0.1675188,1941,1
32.5,242.49999999999997,0.14802702,1941,2
32.5,242.49999999999997,0.15580001,1941,3
32.5,242.49999999999997,0.13494638,1941,4
32.5,242.49999999999997,0.13976948,1941,5
32.5,242.49999999999997,0.16154791,1941,6
32.5,242.49999999999997,0.15641053,1941,7
32.5,242.49999999999997,0.17683363,1941,8
32.5,242.49999999999997,0.20321426,1941,9
32.5,242.49999999999997,0.24207675,1941,10
32.5,242.49999999999997,0.20356661,1941,11
32.5,242.49999999999997,0.19987261,1941,12
32.5,242.49999999999997,0.1944081,1942,1
32.5,242.49999999999997,0.16887711,1942,2
32.5,242.49999999999997,0.15465079,1942,3
32.5,242.49999999999997,0.15496063,1942,4
32.5,242.49999999999997,0.13522965,1942,5
32.5,242.49999999999997,0.15955755,1942,6
32.5,242.49999999999997,0.195681,1942,7
32.5,242.49999999999997,0.17904934,1942,8
32.5,242.49999999999997,0.18322644,1942,9
32.5,242.49999999999997,0.21917443,1942,10
32.5,242.49999999999997,0.21575977,1942,11
32.5,242.49999999999997,0.1952039,1942,12
32.5,242.49999999999997,0.20988503,1943,1
32.5,242.49999999999997,0.20923065,1943,2
32.5,242.49999999999997,0.17675354,1943,3
32.5,242.49999999999997,0.1665012,1943,4
32.5,242.49999999999997,0.15996855,1943,5
32.5,242.49999999999997,0.1646516,1943,6
32.5,242.49999999999997,0.17964461,1943,7
32.5,242.49999999999997,0.21087852,1943,8
32.5,242.49999999999997,0.21667835,1943,9
32.5,242.49999999999997,0.22302745,1943,10
32.5,242.49999999999997,0.20719592,1943,11
32.5,242.49999999999997,0.21630545,1943,12
32.5,242.49999999999997,0.23610558,1944,1
32.5,242.49999999999997,0.20481502,1944,2
32.5,242.49999999999997,0.18946889,1944,3
32.5,242.49999999999997,0.18594113,1944,4
32.5,242.49999999999997,0.17235819,1944,5
32.5,242.49999999999997,0.16714089,1944,6
32.5,242.49999999999997,0.16802457,1944,7
32.5,242.49999999999997,0.19811842,1944,8
32.5,242.49999999999997,0.2112204,1944,9
32.5,242.49999999999997,0.20274031,1944,10
32.5,242.49999999999997,0.14876457,1944,11
32.5,242.49999999999997,0.14907584,1944,12
32.5,242.49999999999997,0.15125097,1945,1
32.5,242.49999999999997,0.14973716,1945,2
32.5,242.49999999999997,0.15406252,1945,3
32.5,242.49999999999997,0.14445494,1945,4
32.5,242.49999999999997,0.14558153,1945,5
32.5,242.49999999999997,0.1587513,1945,6
32.5,242.49999999999997,0.15715545,1945,7
32.5,242.49999999999997,0.15897366,1945,8
32.5,242.49999999999997,0.15897523,1945,9
32.5,242.49999999999997,0.12107681,1945,10
32.5,242.49999999999997,0.13954228,1945,11
32.5,242.49999999999997,0.1501283,1945,12
32.5,242.49999999999997,0.13459848,1946,1
32.5,242.49999999999997,0.13823344,1946,2
32.5,242.49999999999997,0.13329157,1946,3
32.5,242.49999999999997,0.13394754,1946,4
32.5,242.49999999999997,0.14410256,1946,5
32.5,242.49999999999997,0.15763603,1946,6
32.5,242.49999999999997,0.17340235,1946,7
32.5,242.49999999999997,0.18343064,1946,8
32.5,242.49999999999997,0.20021604,1946,9
32.5,242.49999999999997,0.21555577,1946,10
32.5,242.49999999999997,0.21070908,1946,11
32.5,242.49999999999997,0.21848424,1946,12
32.5,242.49999999999997,0.22734343,1947,1
32.5,242.49999999999997,0.22346388,1947,2
32.5,242.49999999999997,0.19634265,1947,3
32.5,242.49999999999997,0.15133189,1947,4
32.5,242.49999999999997,0.15387778,1947,5
32.5,242.49999999999997,0.14190722,1947,6
32.5,242.49999999999997,0.15684016,1947,7
32.5,242.49999999999997,0.19655792,1947,8
32.5,242.49999999999997,0.21750945,1947,9
32.5,242.49999999999997,0.206919,1947,10
32.5,242.49999999999997,0.20584752,1947,11
32.5,242.49999999999997,0.18310894,1947,12
32.5,242.49999999999997,0.21292228,1948,1
32.5,242.49999999999997,0.2221625,1948,2
32.5,242.49999999999997,0.20662814,1948,3
32.5,242.49999999999997,0.17210895,1948,4
32.5,242.49999999999997,0.14984582,1948,5
32.5,242.49999999999997,0.1804292,1948,6
32.5,242.49999999999997,0.16995047,1948,7
32.5,242.49999999999997,0.1872096,1948,8
32.5,242.49999999999997,0.21447915,1948,9
32.5,242.49999999999997,0.22470088,1948,10
32.5,242.49999999999997,0.20079394,1948,11
32.5,242.49999999999997,0.20691596,1948,12
32.5,242.49999999999997,0.20662513,1949,1
32.5,242.49999999999997,0.21102008,1949,2
32.5,242.49999999999997,0.17565894,1949,3
32.5,242.49999999999997,0.15860035,1949,4
32.5,242.49999999999997,0.16059999,1949,5
32.5,242.49999999999997,0.17662448,1949,6
32.5,242.49999999999997,0.1848014,1949,7
32.5,242.49999999999997,0.1753611,1949,8
32.5,242.49999999999997,0.1686732,1949,9
32.5,242.49999999999997,0.17144093,1949,10
32.5,242.49999999999997,0.19058649,1949,11
32.5,242.49999999999997,0.20576668,1949,12
32.5,242.49999999999997,0.21200547,1950,1
32.5,242.49999999999997,0.20252785,1950,2
32.5,242.49999999999997,0.18249854,1950,3
32.5,242.49999999999997,0.18263514,1950,4
32.5,242.49999999999997,0.17443839,1950,5
32.5,242.49999999999997,0.17467725,1950,6
32.5,242.49999999999997,0.17375864,1950,7
32.5,242.49999999999997,0.18854092,1950,8
32.5,242.49999999999997,0.1983841,1950,9
