year,month,temp_c,precip_mm,clt_pct
2015,1,10.340393,9.612477898597717,51.97153
2015,2,14.788696,1.1391802057623863,36.46931
2015,3,16.403168,0.9913258515298367,36.692493
2015,4,17.515411,3.5031449049711227,44.028748
2015,5,15.853455,10.411348164081573,37.26011
2015,6,19.008911,2.3978476971387863,35.605236
2015,7,23.468262,0.7024576403200626,20.932379
2015,8,25.837158,17.17721939086914,36.06112
2015,9,24.611786,3.6892012506723404,14.223212
2015,10,20.735107,4.475743606686592,35.580208
2015,11,14.154785,11.647981703281403,43.683056
2015,12,11.365906,115.09522652626038,59.592297
2016,1,7.863495,59.96866047382355,44.386517
2016,2,12.107056,31.340553522109985,53.184025
2016,3,14.101501,22.131647408008575,51.346813
2016,4,13.752594,62.37332582473755,39.96587
2016,5,19.735199,3.5095961540937424,44.625607
2016,6,18.070038,3.7986789643764496,46.26194
2016,7,23.961823,2.2430484890937805,22.190105
2016,8,23.281372,0.010110250615980476,19.974804
2016,9,23.53656,17.21002221107483,54.157684
2016,10,19.14624,15.78628021478653,28.87469
2016,11,13.686462,87.30719804763794,53.999897
2016,12,9.861237,63.02685046195984,50.078068
2017,1,11.834412,108.18173718452454,59.45487
2017,2,12.443054,33.25629198551178,39.479046
2017,3,13.742004,45.59525954723358,54.94862
2017,4,16.026794,12.091741561889648,31.637737
2017,5,17.143951,1.3735353909432888,28.64416
2017,6,19.648712,13.68958979845047,30.073402
2017,7,23.016998,1.1507094763219357,24.62205
2017,8,26.026001,0.9539286103099585,33.44707
2017,9,26.012909,36.99437856674194,39.173164
2017,10,19.441895,0.49754358269274235,9.530935
2017,11,14.433533,16.860256791114807,36.962994
2017,12,9.600098,124.18032503128052,49.075333
2018,1,10.69458,57.336135268211365,62.927036
2018,2,12.101532,26.10319709777832,45.160652
2018,3,12.929901,76.25816822052002,56.58894
2018,4,13.886322,39.66117739677429,46.8362
2018,5,16.129059,18.55208319425583,44.538567
2018,6,18.188812,2.33919695019722,37.844822
2018,7,22.647003,0.904768630862236,19.818954
2018,8,25.112183,2.5596178472042084,33.197456
2018,9,22.748505,2.23749540746212,25.60841
2018,10,20.09372,17.015486359596252,41.18683
2018,11,14.19043,3.7367677688598633,13.899342
2018,12,12.325562,41.251102566719055,40.35695
2019,1,9.717163,6.981993064284325,37.60949
2019,2,13.03418,63.96997857093811,48.41844
2019,3,11.784576,52.473116993904114,51.14239
2019,4,15.058441,10.121188759803772,35.09695
2019,5,17.792297,1.575943734496832,57.93859
2019,6,19.215881,1.619599163532257,29.568764
2019,7,23.368622,0.7332986239343882,26.334192
2019,8,24.659088,5.568434730172157,32.335735
2019,9,26.388092,13.689078390598297,31.921213
2019,10,19.84262,32.8065060377121,29.171726
2019,11,14.873352,103.95776510238647,51.88423
2019,12,11.556793,20.77475106716156,39.08097
2020,1,12.047058,24.162384569644928,26.09073
2020,2,13.821808,11.229625314474106,11.880358
2020,3,13.934723,23.39693260192871,52.889343
2020,4,15.673462,12.363487780094147,53.26134
2020,5,17.986755,1.8594581075012684,46.71276
2020,6,19.324738,1.344207264482975,16.753092
2020,7,24.560455,1.646994687616825,26.952654
2020,8,23.216644,1.339090671390295,15.056692
2020,9,25.179443,0.2336985943838954,27.056166
2020,10,23.4534,1.2757510468363762,24.298468
2020,11,15.693787,13.358874320983887,35.980843
2020,12,10.849335,98.62567830085754,51.92905
2021,1,11.807922,53.53646779060364,68.488106
2021,2,11.963776,78.47860741615295,57.291187
2021,3,14.050201,90.23538327217102,57.023476
2021,4,16.020142,16.791334748268127,41.441895
2021,5,16.767883,2.3396356105804443,31.179739
2021,6,20.19986,2.0034608244895935,37.646458
2021,7,21.79599,0.6348874904215336,26.421385
2021,8,23.346802,0.18624733947217464,17.726725
2021,9,24.631805,0.5520663969218731,30.220163
2021,10,20.90271,0.26911236345767975,18.52887
2021,11,13.2565,40.717774629592896,26.315521
2021,12,10.477203,89.89678049087524,46.98879
2022,1,10.712311,182.74201345443726,60.682823
2022,2,10.327118,206.83506536483765,60.405174
2022,3,12.408173,19.280068457126617,44.73144
2022,4,13.9105835,12.269093692302704,51.338383
2022,5,16.417023,5.252060309052467,59.60753
2022,6,18.741821,2.4628403037786484,41.03197
2022,7,24.667633,0.39477766305208206,20.092562
2022,8,25.14383,0.8473208844661713,28.58144
2022,9,24.053009,0.742702167481184,12.059834
2022,10,20.3013,54.65577566623688,36.380272
2022,11,13.655579,65.8413577079773,41.337715
2022,12,11.078125,53.96077632904053,50.5442
2023,1,10.850616,25.959873616695404,44.088154
2023,2,11.058472,17.994741082191467,45.128613
2023,3,12.677429,43.5602023601532,71.02404
2023,4,14.038574,50.09075403213501,48.58679
2023,5,16.546753,0.9258336052298546,56.249344
2023,6,17.332214,4.844031035900116,42.034035
2023,7,22.963623,1.2277274876832962,27.311024
2023,8,23.920807,0.8955617845058441,19.755941
2023,9,21.919373,51.474080085754395,29.753576
